"study_id","arm_id","arm_label_in_paper","arm_role","comparison_1_eligible","comparison_2_eligible","comparison_3_eligible","n_patients","age_median_years","pct_male","disease_aml_pct","disease_all_pct","disease_mds_pct","disease_risk_high_pct","donor_haplo_pct","donor_msd_pct","donor_mud_pct","donor_predominant","graft_predominant","conditioning_mac_pct","conditioning_ric_pct","conditioning_predominant","ptcy_used","ptcy_dose_mg_kg_per_dose","ptcy_total_dose_mg_kg","cni_agent","mmf_used","mtx_used","sirolimus_used","atg_used","atg_agent","atg_total_dose_mg_kg","cmv_recipient_pos_pct","systemic_steroid_for_gvhd_exposure_pct","first_author","pub_year"
358,397,"PTCy group (JSCT-PTCY19)","PTCy_arm","N","Y","N",41,"45","63.4","34.1","26.8","19.5","24.4","0","NR","NR","MUD","PBSC","65.9","34.1","MAC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","NR","Shiratori S",2025
359,399,"MTX/CsA (historical group, Group B)","comparator_arm","Y","N","N",75,"28","54.7","57.3","13.4","12","NR","0","100","0","MSD","PBSC","100","0","MAC","N","","","cyclosporine","N","Y","N","N","","","NR","14.7","Shouman MT",2023
359,398,"PTCy/CsA (therapeutic group, Group A)","PTCy_arm","Y","N","N",75,"34","65.3","70.7","1.3","16","NR","0","97.3","0","MSD","PBSC","100","0","MAC","Y","50","100","cyclosporine","N","N","N","N","","","NR","10.7","Shouman MT",2023
361,402,"SibCNI","comparator_arm","N","Y","Y",1605,"57","58.1","63.9","3.7","32.4","NR","0","100","0","MSD","PBSC","58.3","41.7","MAC","N","","","NR","mixed","mixed","NR","N","","","NR","NR","Singh",2022
361,400,"HaploCy","PTCy_arm","N","Y","N",757,"58","60.6","69.7","3.4","26.8","NR","100","0","0","haplo","mixed","41.5","58.5","RIC","Y","NR","NR","NR","Y","N","NR","N","","","NR","NR","Singh",2022
361,401,"SibCy","PTCy_arm","N","N","Y",403,"47","60.3","76.9","4.7","18.4","NR","0","100","0","MSD","PBSC","55.1","44.9","MAC","Y","NR","NR","NR","Y","N","NR","N","","","NR","NR","Singh",2022
363,404,"Control group (ATG)","comparator_arm","N","Y","N",58,"50","44.8","NR","NR","NR","28","0","0","0","MMUD","PBSC","62","38","MAC","N","","","mixed","mixed","mixed","N","Y","rabbit_grafalon_ATLG","NR","NR","50","Soltermann Y",2019
363,403,"PTCy group","PTCy_arm","N","Y","N",22,"58","86.4","NR","NR","NR","18","0","0","0","MMUD","PBSC","41","59","RIC","Y","40","80","cyclosporine","Y","N","N","N","","","NR","15","Soltermann Y",2019
453,504,"PTCY","PTCy_arm","N","N","Y",421,"51","59","100","0","0","20.7","0","0","64.6","MUD","PBSC","51.1","48.9","mixed","Y","NR","NR","mixed","Y","mixed","mixed","N","","","74.2","28.9","Spyridonidis A",2022
453,505,"PTCY + ATG","PTCy_arm","N","N","Y",151,"49.8","57","100","0","0","18.5","0","0","65.6","MUD","PBSC","59.2","40.8","mixed","Y","NR","NR","mixed","Y","mixed","mixed","Y","mixed","thymoglobulin median 5 mg/kg (IQR 5-7.5); Grafalon median 40 mg/kg (IQR 30-60)","77.2","23.1","Spyridonidis A",2022
364,405,"Haploidentical HSCT with PTCy","PTCy_arm","N","N","N",109,"31.9","58.7","0","100","0","NR","100","0","0","haplo","PBSC","64.2","NR","MAC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","33","Srour SA",2017
366,406,"ATLG","comparator_arm","N","Y","N",74,"29","60.8","0","100","0","100","4.1","12.2","45.9","MUD","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_grafalon_ATLG","60","54.1","33","Steiner N",2024
366,407,"PTCy","PTCy_arm","N","Y","N",73,"42","56.2","0","100","0","100","13.7","24.7","43.8","MUD","PBSC","100","0","MAC","Y","50","100","mixed","Y","N","N","N","","","64.4","46","Steiner N",2024
368,409,"UCBT","comparator_arm","Y","N","N",408,"49.5","71","63","23","14","41","0","0","0","UCB","UCB","52","48","MAC","N","","","NR","Y","Y","N","NR","","","NR","41","Sugita J",2022
368,408,"PTCy-haplo","PTCy_arm","Y","N","N",136,"46.5","71","65","24","11","41","100","0","0","haplo","PBSC","51","49","MAC","Y","50","100","tacrolimus","Y","N","N","Y","NR","NR","NR","29","Sugita J",2022
371,411,"G-CSF/ATG group","comparator_arm","Y","N","N",176,"28","60.8","20.5","29.5","29.5","40.9","100","0","0","haplo","mixed","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","26.7","Tang F",2020
371,410,"PTCy group","PTCy_arm","Y","N","N",44,"27","68.2","20.5","29.5","29.5","40.9","100","0","0","haplo","mixed","100","0","MAC","Y","50","100","cyclosporine","Y","Y","N","N","","","NR","18.2","Tang F",2020
374,413,"No post-transplant CY (conventional GVHD prophylaxis)","comparator_arm","Y","N","N",226,"NR","NR","0","0","0","NR","NR","NR","NR","mixed","NR","NR","NR","NR","N","","","NR","NR","NR","NR","mixed","NR","NR","NR","NR","Tarella C",2025
374,412,"Post-transplant CY (PTCy-based GVHD prophylaxis)","PTCy_arm","Y","N","N",59,"NR","NR","0","0","0","NR","NR","NR","NR","haplo","NR","NR","NR","NR","Y","NR","NR","NR","Y","NR","NR","mixed","NR","NR","NR","NR","Tarella C",2025
375,415,"cTCR/TCD","comparator_arm","Y","N","N",28,"30.5","78.6","71.4","10.7","0","71.4","100","0","0","haplo","mixed","28.6","71.4","RIC","N","","","cyclosporine","N","Y","N","Y","rabbit_thymoglobulin","100","57.1","39.3","Tischer J",2015
375,414,"TCR/PTCY","PTCy_arm","Y","N","N",27,"43","51.9","48.1","14.8","0","92.6","100","0","0","haplo","BM","29.6","70.4","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","44.4","29.6","Tischer J",2015
379,417,"MMF","comparator_arm","Y","N","N",414,"61.5","55.3","32.6","5.3","23.4","NR","0","43","57","MUD","PBSC","15","7.5","NMA","N","","","NR","Y","N","mixed","N","","","100","61","Ueda Oshima M",2023
379,418,"MTX","comparator_arm","Y","N","N",322,"51.4","56.5","38.8","13.4","40.4","NR","0","41.3","58.7","MUD","PBSC","94.1","5.9","MAC","N","","","NR","N","Y","N","N","","","100","72.4","Ueda Oshima M",2023
379,416,"PTCy","PTCy_arm","Y","N","N",44,"45.6","63.6","45.5","27.3","20.5","NR","0","20.5","79.5","MUD","PBSC","81.8","9.1","MAC","Y","NR","NR","NR","N","N","mixed","N","","","100","68","Ueda Oshima M",2023
380,420,"non-PTCy (SIR/CSP/MMF)","comparator_arm","Y","N","N",73,"66.3","NR","60","7","26","NR","0","0","81","MUD","PBSC","0","56","RIC","N","","","cyclosporine","Y","N","Y","N","","","NR","42","Ueda Oshima M",2025
380,419,"PTCy (SIR/CSP/PTCy)","PTCy_arm","Y","N","N",72,"67.6","NR","68","5","14","NR","0","0","79","MUD","PBSC","0","63","RIC","Y","50","100","cyclosporine","N","N","Y","N","","","NR","40","Ueda Oshima M",2025
382,422,"SibCNI","comparator_arm","Y","N","N",1605,"57","58","NR","NR","32","NR","0","100","0","MSD","PBSC","58","NR","MAC","N","","","mixed","mixed","mixed","NR","N","","","NR","NR","Ustun C",2024
382,421,"SibCy","PTCy_arm","Y","N","N",403,"46","60","NR","NR","18","NR","0","100","0","MSD","PBSC","55","NR","MAC","Y","NR","NR","NR","NR","NR","NR","N","","","NR","NR","Ustun C",2024
454,507,"Standard-dose PTCy (historical cohort)","comparator_arm","N","N","Y",57,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","NR","NR","NR","NR","Y","50","100","tacrolimus","Y","N","N","N","","","NR","14","Venugopal N",2025
454,506,"Intermediate-dose PTCy","PTCy_arm","N","N","Y",11,"64","81.8","63.6","0","36.4","NR","18.2","9.1","54.5","MUD","PBSC","9.1","90.9","RIC","Y","25","50","tacrolimus","Y","N","N","N","","","NR","19.2","Venugopal N",2025
383,423,"MSD + PTCy","PTCy_arm","N","N","N",79,"NR","NR","100","0","0","100","0","100","0","MSD","PBSC","NR","NR","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","NR","29","Villalba M",2026
383,424,"MUD + PTCy","PTCy_arm","N","N","N",111,"NR","NR","100","0","0","100","0","0","100","MUD","PBSC","NR","NR","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","NR","31","Villalba M",2026
383,425,"MMUD + PTCy","PTCy_arm","N","N","N",66,"NR","NR","100","0","0","100","0","0","0","MMUD","PBSC","NR","NR","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","NR","20","Villalba M",2026
383,426,"Haploidentical + PTCy","PTCy_arm","N","N","N",446,"NR","NR","100","0","0","100","100","0","0","haplo","mixed","NR","NR","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","NR","23","Villalba M",2026
384,428,"ATG","comparator_arm","N","Y","N",313,"59.9","62","100","0","0","25","0","0","27","MMUD","PBSC","58","42","MAC","N","","","NR","NR","NR","NR","Y","NR","NR","NR","23.7","Vydra",2026
384,427,"ptCy","PTCy_arm","N","Y","N",119,"60.9","62","100","0","0","30","0","0","34","MMUD","PBSC","57","43","MAC","Y","NR","NR","NR","NR","NR","NR","N","","","NR","29.7","Vydra",2026
456,512,"Historical group (CsA + MTX + MMF ± ATG)","comparator_arm","N","N","N",48,"23","62.5","0","89.6","0","NR","0","41.7","58.3","MUD","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","mixed","NR","6 mg/kg (MUD subset only, per discussion)","NR","40.4","Wang L",2021
456,511,"PT-Cy","PTCy_arm","N","N","N",31,"30","67.7","0","80.6","0","NR","9.6","58.1","32.3","MSD","PBSC","100","0","MAC","Y","50","100","cyclosporine","N","N","N","N","","","NR","39","Wang L",2021
389,430,"BUCY-ATG group","comparator_arm","Y","N","N",29,"34","51.7","44.8","37.9","13.8","NR","100","0","0","haplo","mixed","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","NR","50","NR","37.9","Wang T",2022
389,429,"PTCy group (Flu + BUCY + post-CTX)","PTCy_arm","Y","N","N",52,"46","57.7","34.6","40.4","13.5","NR","100","0","0","haplo","mixed","100","0","MAC","Y","50","100","cyclosporine","Y","Y","N","N","","","NR","30.8","Wang T",2022
455,509,"Cohort B (contemporary matched-pair control, ATG + G-CSF, no PTCy)","comparator_arm","N","N","Y",120,"27","60","58","19","19","NR","100","0","0","haplo","mixed","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","33","Wang Y",2017
455,510,"Cohort C (historical control, ATG + G-CSF, no PTCy, maternal/collateral donors)","comparator_arm","N","N","Y",46,"23","67","58","21","18","NR","100","0","0","haplo","mixed","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","56","Wang Y",2017
455,508,"Cohort A (study cohort, ATG + G-CSF + low-dose PTCy)","PTCy_arm","N","N","Y",40,"28","62.5","58","20","19","NR","100","0","0","haplo","mixed","100","0","MAC","Y","14.5","29","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","17","Wang Y",2017
390,432,"ATG cohort (cohort B)","comparator_arm","Y","N","N",125,"24","61.6","47.2","41.6","8.8","17.6","100","0","0","haplo","mixed","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","36","Wang Y",2019
390,431,"ATG-PTCy cohort (cohort A)","PTCy_arm","Y","N","N",114,"27","55.3","48.2","41.2","7.9","11.4","100","0","0","haplo","mixed","100","0","MAC","Y","14.5","29","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","26","Wang Y",2019
457,514,"CNI (CsA + MMF + MTX) - MSD historical control","comparator_arm","Y","N","N",48,"45","62.5","89.6","0","6.3","NR","0","100","0","MSD","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","N","","","NR","NR","Wang Y",2025
457,515,"CNI-ATG (CsA + MMF + MTX + ATG) - MUD/haplo historical control","comparator_arm","N","Y","N",35,"36","45.7","68.6","0","25.7","NR","45.7","0","54.3","mixed","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","NR","8.2","NR","NR","Wang Y",2025
457,513,"PTCy-ATG (PTCy + tacrolimus + post-engraftment low-dose ATG)","PTCy_arm","Y","Y","N",71,"48","60.6","69","0","25.4","NR","94.4","0","5.6","haplo","PBSC","100","0","MAC","Y","50","100","tacrolimus","N","N","N","Y","NR","2.5","NR","NR","Wang Y",2025
391,434,"HLA-matched sibling donor (MSD) HCT","comparator_arm","Y","N","N",1627,"42","59.6","0","100","0","46.1","0","100","0","MSD","PBSC","80.4","19.4","MAC","mixed","NR","NR","NR","mixed","Y","NR","Y","NR","NR","70.5","NR","Wieduwilt",2022
391,435,"8/8 HLA-matched unrelated donor (MUD) HCT","comparator_arm","Y","N","N",1646,"43","59.3","0","100","0","51.9","0","0","100","MUD","PBSC","76.8","23.3","MAC","mixed","NR","NR","NR","mixed","Y","NR","Y","NR","NR","64.6","NR","Wieduwilt",2022
391,436,"7/8 HLA-matched unrelated donor (7/8 HLA-MUD) HCT","comparator_arm","Y","N","N",230,"38","58.3","0","100","0","43.9","0","0","0","MMUD","PBSC","82.6","17","MAC","mixed","NR","NR","NR","mixed","Y","NR","Y","NR","NR","67","NR","Wieduwilt",2022
391,437,"Umbilical cord blood (UCB) HCT","comparator_arm","Y","N","N",305,"37","57.7","0","100","0","50.5","0","0","0","UCB","UCB","74.8","24.9","MAC","N","","","NR","Y","N","NR","Y","NR","NR","65.6","NR","Wieduwilt",2022
391,433,"Haploidentical HCT using PTCy","PTCy_arm","Y","N","N",393,"41","54.5","0","100","0","56.5","100","0","0","haplo","PBSC","57.5","42.5","MAC","Y","NR","NR","NR","Y","N","NR","N","","","73.5","NR","Wieduwilt",2022
395,439,"G-CSF/ATG","comparator_arm","Y","N","N",140,"29","59.3","0","0","0","","68.6","0","18.6","haplo","mixed","NR","NR","NR","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","4.5","NR","31.6","Wu L",2025
401,449,"G-CSF/ATG (granulocyte colony-stimulating factor + ATG-based historical control)","comparator_arm","Y","N","N",140,"29","59.3","0","0","0","","68.6","0","18.6","haplo","mixed","NR","NR","NR","N","","","NR","NR","NR","NR","Y","NR","NR","NR","31.6","Wu L",2025
395,438,"mPTCy","PTCy_arm","Y","N","N",157,"27","56.7","0","0","0","","69.4","0","12.7","haplo","mixed","NR","NR","NR","Y","40","80","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","6","NR","16.6","Wu L",2025
401,448,"mPTCy (modified PTCy: ATG 6 mg/kg days -5 to -3 + Cy 40 mg/kg days +3,+4)","PTCy_arm","Y","N","N",157,"27","56.7","0","0","0","","69.4","0","12.7","haplo","mixed","NR","NR","NR","Y","40","80","NR","NR","NR","NR","Y","NR","6","NR","16.6","Wu L",2025
460,517,"Standard-dose ATG","comparator_arm","N","N","Y",36,"NR","NR","NR","0","NR","NR","100","0","0","haplo","PBSC","NR","NR","mixed","N","","","cyclosporine","Y","Y","N","Y","NR","10","NR","40.2","Xu X",2021
460,516,"Low dose ATG/PTCy","PTCy_arm","N","N","Y",31,"NR","NR","NR","0","NR","NR","100","0","0","haplo","PBSC","NR","NR","mixed","Y","50","50","cyclosporine","Y","N","N","Y","NR","5","NR","17","Xu X",2021
396,440,"G-CSF/ATG group 1","comparator_arm","Y","N","N",230,"32","44.8","53.9","27.4","10","93.9","100","0","0","haplo","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","28.6","Xu ZL",2025
396,442,"G-CSF/ATG group 2","comparator_arm","N","N","N",226,"35","50.9","49.6","35.4","11.9","94.7","100","0","0","haplo","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","25.2","Xu ZL",2025
397,445,"ATG","comparator_arm","N","N","Y",22,"39.5","NR","NR","31.8","NR","NR","100","0","0","haplo","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","18.2","Xu ZL",2025
396,441,"PTCy","PTCy_arm","Y","N","N",122,"31","45.1","50.8","28.7","12.3","91","100","0","0","haplo","PBSC","100","0","MAC","Y","30-50","60-100","cyclosporine","Y","Y","N","N","","","NR","28.7","Xu ZL",2025
396,443,"PTCy+ATGlow","PTCy_arm","N","N","N",123,"34","49.6","49.6","38.2","8.9","96.7","100","0","0","haplo","PBSC","100","0","MAC","Y","30-50","60-100","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","3","NR","27.9","Xu ZL",2025
397,444,"ATG + low-dose PTCy","PTCy_arm","N","N","Y",44,"34","NR","NR","38.6","NR","NR","100","0","0","haplo","PBSC","100","0","MAC","Y","14.5","29","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","18.2","Xu ZL",2025
461,519,"PT-Cy (control group)","comparator_arm","N","N","Y",42,"56","61.9","54.8","14.3","NR","NR","38.1","16.7","28.6","haplo","PBSC","71.4","28.6","MAC","Y","50","100","","mixed","N","Y","N","","","NR","29","Xue E",2022
461,518,"PT-Cy + ATLG (study group)","PTCy_arm","N","N","Y",21,"60","57.1","61.9","9.5","NR","NR","42.9","19","19","haplo","PBSC","61.9","38.1","MAC","Y","50","100","","mixed","N","Y","Y","rabbit_grafalon_ATLG","5","NR","24","Xue E",2022
399,447,"UCB (single-unit UCBT)","comparator_arm","Y","N","N",848,"56","53.3","100","0","0","23.5","0","0","0","UCB","UCB","64.2","35.8","MAC","N","","","tacrolimus","Y","Y","N","N","","","NR","36","Yanada M",2026
399,446,"Haplo (PTCY-based haplo-HCT)","PTCy_arm","Y","N","N",241,"54","55.6","100","0","0","25.3","100","0","0","haplo","PBSC","50.2","49.8","mixed","Y","NR","NR","tacrolimus","Y","Y","N","N","","","NR","25","Yanada M",2026
408,455,"Control (MRD 10/10 ASCT with MTX+CsA)","comparator_arm","N","N","N",37,"NR","62.2","59.4","32.4","2.7","91.9","0","100","0","MSD","PBSC","100","0","MAC","N","","","cyclosporine","N","Y","N","N","","","NR","29.7","Yildirim M",2024
408,454,"Post-Cy (PTCy 9/10 MMUD ASCT)","PTCy_arm","N","N","N",42,"NR","61.9","57.1","26.2","4.8","73.8","0","0","0","MMUD","PBSC","100","0","MAC","Y","50","100","mixed","N","Y","N","N","","","NR","40.5","Yildirim M",2024
407,451,"MRD (HLA-matched related donor)","comparator_arm","Y","N","N",91,"54","51.6","0","0","0","NR","0","100","0","MSD","PBSC","36.3","63.7","RIC","N","","","mixed","NR","Y","N","NR","NR","NR","NR","47.3","Yoshimitsu M",2025
407,452,"MUD (HLA 8/8 allele-matched unrelated donor)","comparator_arm","Y","N","N",160,"60","50","0","0","0","NR","0","0","100","MUD","BM","25","75","RIC","N","","","mixed","NR","Y","N","NR","NR","NR","NR","34.4","Yoshimitsu M",2025
407,453,"CBT (cord blood transplantation)","comparator_arm","Y","N","N",328,"62","53.4","0","0","0","NR","0","0","0","UCB","UCB","19.5","80.5","RIC","N","","","mixed","NR","Y","N","NR","NR","NR","NR","35.7","Yoshimitsu M",2025
407,450,"PTCY (HLA-haploidentical related with PTCY)","PTCy_arm","Y","N","N",121,"60","43.8","0","0","0","NR","100","0","0","haplo","PBSC","22.3","77.7","RIC","Y","mixed_40_or_50","NR","tacrolimus","NR","N","N","N","","","NR","35.6","Yoshimitsu M",2025
462,521,"Standard-dose ATG group (Beijing Protocol)","comparator_arm","N","N","Y",61,"26","67","54","30","8","20","100","0","0","haplo","mixed","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","39.3","Zhang W",2023
462,520,"Reduced-dose PTCy/ATG group","PTCy_arm","N","N","Y",61,"24","64","36","49","8","18","100","0","0","haplo","PBSC","100","0","MAC","Y","40","80","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","2.5","NR","11.5","Zhang W",2023
464,523,"standard-dose ATG","comparator_arm","N","N","N",51,"29","64.7","60.8","31.4","7.8","39.2","0","0","100","MUD","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","47.1","Zu Y",2022
464,522,"low-dose PTCy-ATG","PTCy_arm","N","N","N",53,"29","52.8","45.3","41.5","11.3","50.9","0","0","100","MUD","PBSC","100","0","MAC","Y","20","40","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","6","NR","24.5","Zu Y",2022
465,525,"Quadruplet ATG group","comparator_arm","N","Y","N",80,"NR","NR","NR","NR","NR","NR","0","0","70","MUD","PBSC","100","0","MAC","N","","","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","10","NR","40","Zu Y",2023
465,524,"Low-dose PTCy-ATG cohort","PTCy_arm","N","Y","N",80,"NR","NR","NR","NR","NR","NR","0","0","51.2","MUD","PBSC","100","0","MAC","Y","20","40","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","6","NR","23.8","Zu Y",2023
