study_id,cohort_id,first_author,pub_year,journal,doi,pmid,paperpile_filename,title,country,region,study_design,single_or_multicenter,n_centers,enrollment_start_year,enrollment_end_year,era_category,follow_up_median_months,follow_up_min_months,follow_up_max_months,primary_for_cohort,cohort_overlap_status,overlap_with_study_ids,language,full_text_obtainable,author_contact_attempted,author_response_received,extractor_initials,verifier_initials,extraction_date,verification_date,extraction_notes
50,1023,Barkhordar M,2022,Frontiers in Immunology,10.3389/fimmu.2022.921293,NR,Barkhordar M et al. 2022 - Modified combination of anti-thymocyte globulin and post-transplant cyclophosphamide as GVHD prophylaxis in haploidentical and HLA-matched related transplantation protocol in haploidentical setting.pdf,Modified combination of anti-thymocyte globulin (ATG) and post-transplant cyclophosphamide (PTCy) as compared with standard ATG protocol in haploidentical peripheral blood stem cell transplantation for acute leukemia,Iran,Asia,retrospective_cohort,single,1,2008,2020,mixed,64.31999999999999,NR,NR,partial,none,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Median follow-up 5.36 years overall (64.32 months); ATG/PTCy arm 4.5 yrs (95%CI 3.5-5.1), ATG arm 8.2 yrs (95%CI 5.9-9.5). Reverse KM. Both arms ATG-containing; PTCy arm vs ATG-only comparator. Title mentions HLA-matched related but per Methods all patients are haplo-PBSCT recipients."
51,1023,Barkhordar,2022,Frontiers in Immunology,10.3389/fimmu.2022.921293,NR,Barkhordar M et al. 2022 - Modified combination of anti-thymocyte globul ... tocol in haploidentical peripheral blood stem cell transplantati[...].pdf,Modified combination of anti-thymocyte globulin (ATG) and post-transplant cyclophosphamide (PTCy) as compared with standard ATG protocol in haploidentical peripheral blood stem cell transplantation for acute leukemia,Iran,Asia,retrospective_cohort,single,1,2008,2020,mixed,64.3,NR,NR,partial,partial_overlap,"49,50",English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Median follow-up 5.36 years for entire population (=64.3 months). ATG/PTCy arm median FU 4.5 y (54 mo); ATG arm median FU 8.2 y (98.4 mo). Two-arm comparative retrospective study; ATG/PTCy arm is PTCy_arm, standard-ATG arm is comparator_arm (non-PTCy)."
52,1024,Baron F,2024,American Journal of Hematology,10.1002/ajh.27466,NR,Baron F et al. 2024 - Higher survival following transplantation with a m ... -host disease prophylaxis than with double unit umbilical cord b[...].pdf,Higher survival following transplantation with a mismatched unrelated donor with posttransplant cyclophosphamide-based graft-versus-host disease prophylaxis than with double unit umbilical cord blood in patients with acute myeloid leukemia in first complete remission: A study from the Acute Leukemia Working Party of the European Society for Blood and Marrow Transplantation,multinational,multinational,registry,registry,NR,2013,2021,mixed,NR,NR,NR,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP retrospective registry study. Inclusion: adults, AML in CR1, dCBT or UD 9/10 PBSC + PTCy, transplant 2013-2021, no in vivo T-cell depletion (ATG/alemtuzumab excluded). Follow-up reported per arm: UD9/10 median 24.9 mo (IQR 24.0-29.9); dCBT median 57.6 mo (IQR 44.3-66.3); overall not reported separately."
55,1025,Bashey ZA,2018,Bone Marrow Transplantation,10.1038/s41409-018-0126-4,NR,Bashey ZA et al. 2018 - Comparison of outcomes following transplantation with T-replete HLA-haploidentical donors using post-transplantation cyclophosphamide to matched related and unrelated donors for patients with AML and MDS aged 60 years or older.pdf,Comparison of outcomes following transplantation with T-replete HLA-haploidentical donors using post-transplant cyclophosphamide to matched related and unrelated donors for patients with AML and MDS aged 60 years or older,United States,NA,retrospective_cohort,single,1,2005,2015,pre_2018,27,5,116,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center retrospective cohort, Northside Hospital Atlanta. N=127 (MRD 37, MUD 57, HID 33). 3-arm comparison: haplo+PTCy vs MRD (Tac/MTX) vs MUD (Tac/MTX). Comparison 1 eligible (PTCy arm vs CNI-based comparator arms). Follow-up median 27 mo (range 5-116) for survivors; arm-specific medians: MRD 34, MUD 26, HID 17. AML/MDS aged >=60 only. Outpatient-based program. ATG 4.5 mg/kg rabbit Thymoglobulin only added to 9/10-matched MUD subset (2 of 57 MUD patients) - minor sub-arm. UCB excluded. T-replete grafts only. MAC used in only 6% HID vs 30-32% MRD/MUD. BM graft 52% in HID vs 0/21% in MRD/MUD."
57,1024,Battipaglia,2019,Bone Marrow Transplantation,10.1038/s41409-019-0459-7,NR,Battipaglia G et al. 2019 - Unmanipulated haploidentical versus HLA-matched sibling allogeneic hematopoietic stem cell transplantation for acute myeloid leukemia in complete remission - a retrospective study from the Acute Leukemia Working Party of the EBMT.pdf,Unmanipulated haploidentical versus HLA-matched sibling allogeneic hematopoietic stem cell transplantation in relapsed/refractory acute myeloid leukemia: a retrospective study on behalf of the ALWP of the EBMT,multinational,multinational,registry,registry,NR,2007,2015,pre_2018,17.5,1,119,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Paperpile filename refers to 'complete remission' but actual paper title is R/R AML; filename appears to be a Paperpile metadata error. Paper covers R/R AML (relapsed/refractory). Haplo group is heterogeneous: PTCy n=278 (71%), in vivo TCD n=95 (24%), both n=16 (4%). Subgroup analysis (Table 5) compares Haplo-PTCy vs MSD and Haplo-ATG vs MSD separately. Median follow-up 17.5 mo for whole population; Haplo 22mo, MSD 16mo."
60,1024,Battipaglia G,2019,Blood,10.1182/blood.2019000487,NR,Battipaglia et al. 2019 - Post-Transplant Cyclophosphamide versus Antithymocyte Globulin in HLA-Mismatched unrelated Donors transplantation.pdf,Posttransplant cyclophosphamide vs antithymocyte globulin in HLA-mismatched unrelated donor transplantation,multinational,EU,registry,registry,NR,2011,2017,mixed,NR,2,83,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP retrospective registry; propensity-score matched-pair analysis 1:2 (PTCy 93 : ATG 179). Median FU PTCy=14 mo (2-56), ATG=27 mo (2-83). All 9/10 MMUD AML adults 2011-2017. First paper emitting TBD_1010 EBMT_ALWP cohort row."
61,1024,Battipaglia G,2020,Cancer,10.1002/cncr.33255,NR,Battipaglia et al. 2020 - Post-transplantation cyclophosphamide versus antithymocyte globulin in patients with acute myeloid leukemia in first complete remission undergoing allogeneic stem cell transplantation from HLA-identical sibling donors.pdf,Post-transplantation Cyclophosphamide Versus Antithymocyte Globulin in Patients with Acute Myeloid Leukemia Undergoing Allogeneic Stem Cell Transplantation From HLA-Identical Sibling Donors: A Retrospective Analysis From the Acute Leukemia Working Party of the European Society for Blood and Marrow Transplantation,multinational,multinational,registry,registry,NR,2008,2018,mixed,22,1,126,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,EBMT ALWP registry. Note: assignment prompt described this as 10/10 MUD paper but the actual PDF is HLA-identical SIBLING (MSD) donors AML CR1 PTCy vs ATG. Cohort 1024 EBMT_ALWP retained. The MMUD paper is Battipaglia 2019 Blood (separate).
62,1024,Battipaglia G,2022,Research Square (preprint),10.21203/rs.3.rs-1427080/v1,NR,Battipaglia et al. 2022 - Impact of the addition of antithymocyte globulin to post-transplantation cyclophosphamide in haploidentical transplantation with peripheral blood compared to post-transplantation cyclophosphamide alone in acute myelogenous leukemia.pdf,Impact of the addition of antithymocyte globulin to post-transplant cyclophosphamide in haploidentical transplantation with peripheral blood compared to post-transplant cyclophosphamide alone in acute myeloid leukemia: a retrospective study on behalf of the Acute Leukemia Working Party of the EBMT,multinational,multinational,retrospective_cohort,registry,NR,2011,2019,mixed,19 (PTCy) / 15 (ATG+PTCy),4,36,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry study of haplo-PBSC AML in CR1/CR2 (abstract says first or second CR, methods says first CR; ambiguity noted). Comparison 3 (within-PTCy: ATG+PTCy vs PTCy-alone). Preprint on Research Square; no journal version identified at extraction. PTCy and ATG schedule by center policy (not standardized). All patients received CsA+MMF."
63,1024,Bazarbachi,2024,Cancer,10.1002/cncr.35365,NR,Bazarbachi AH et al. 2024 - Posttransplant cyclophosphamide versus anti... dentical transplantation for adult acute myeloid leukemia - A re[...].pdf,Posttransplant cyclophosphamide versus anti-thymocyte globulin versus combination for graft-versus-host disease prevention in haploidentical transplantation for adult acute myeloid leukemia: A report from the European Society for Blood and Marrow Transplantation Acute Leukemia Working Party,multinational,multinational,registry,registry,260,2007,2021,mixed,31.8,29.8,33.7,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry study; AML in CR1/CR2 undergoing haplo-SCT 2007-2021. NOTE: prompt described this as MDS paper, but actual PDF (and only Bazarbachi 2024 file in Paperpile) is the AML haplo paper - extracted accordingly. Three GVHD prophylaxis arms: PTCy (n=2999), ATG (n=358), PTCy+ATG (n=292). Comparison 2 (PTCy vs ATG haplo) applies. Combination arm is exploratory third arm. Median FU IQR reported in months 29.8-33.7 (used as min/max proxy). primary_for_cohort=partial because EBMT_ALWP (1024) has multiple papers covering different donor/disease strata."
65,1026,Berger M,2022,Transplantology,10.3390/transplantology3010006,NR,Berger et al. 2022 - HSCT with Mismatched Unrelated Donors (MMUD) - A Comparison of Different Platforms for GvHD Prophylaxis.pdf,HSCT with Mismatched Unrelated Donors (MMUD): A Comparison of Different Platforms for GvHD Prophylaxis,Italy,EU,retrospective_cohort,multi,2,2011,2019,mixed,14.9,0.3,85.40000000000001,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Two-arm comparison ATG (CSA+MTX+ATG) vs PT-Cy (Tacrolimus+MMF+PTCy) in MMUD. All PBSC; predominantly MAC; Seattle GvHD grading. Acute GvHD reported at D+100, chronic GvHD at 3y. NCT04598789."
66,1027,Berro M,2021,Bone Marrow Transplantation,10.1038/s41409-020-01146-0,NR,Berro M et al. 2021 - Post-transplant cyclophosphamide demonstrates lowe ... l compared with antithymocyte globulin in unrelated donor hemato[...].pdf,Post-transplant cyclophosphamide demonstrates lower non-relapse mortality and better graft-versus-host disease/relapse-free survival compared with antithymocyte globulin in unrelated donor hematopoietic stem cell transplantation. A single-center experience,Argentina,SA,retrospective_cohort,single,1,2012,2019,mixed,27.6,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Correspondence/letter format but with Methods and Results sections (not a conference abstract). UD transplant cohort (not specifically older adults; mean age 36.9 yrs). Cohort overall stats: 70% HLA 10/10, 80% MAC, 96% PBSC, 52% acute leukemia, 21% MDS, 38% HCT-CI int/high, 23% DRI high/very high. PTCy patients significantly older than ATG (40.7 vs 33.1 yrs, p=0.01); other baseline characteristics not significantly different. Median follow-up 2.3 years (=27.6 months) for whole cohort."
67,1028,Bhatia,2026,Leukemia Research,10.1016/j.leukres.2025.108145,NR,Bhatia I et al. 2026 - Outcomes of adults older than 70 years of age undergoing allogeneic stem cell transplantation in the era of routine post transplant cyclophosphamide-based GVHD prophylaxis.pdf,Outcomes of adults older than 70 years of age undergoing allogeneic stem cell transplantation,USA,NA,retrospective_cohort,single,1,2010,2023,mixed,NR,NR,NR,Y,overlap_superset_of,68,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Journal version (2026) of Bhatia 2024 ASCO abstract (study_id 68). Same UMass Chan single-center cohort age >=70, N=61 total. Conditioning regimen and prophylaxis details now reported in full; follow-up duration not explicitly reported but max patient follow-up extends to 2773 days (~7.6 yrs) based on median survival ranges. PTCy n=41 enrolled May 2014-Mar 2023; non-Cy n=20 enrolled Mar 2010-Sep 2018 (predominantly 2010-2012). aGvHD reported using Glucksberg criteria; cGvHD per NIH consensus criteria."
71,1029,Blaise D,2016,Biology of Blood and Marrow Transplantation,10.1016/j.bbmt.2015.08.029,NR,Blaise et al. 2016 - Haploidentical T cell-replete transplantation with post-transplantation cyclophosphamide for patients in or above the sixth decade of age compared with allogeneic transplantation from human leukocyte antigen-matched related and unrelated donors.pdf,Haploidentical T Cell-Replete Transplantation with Post-Transplantation Cyclophosphamide for Patients in or above the Sixth Decade of Age Compared with Allogeneic Hematopoietic Stem Cell Transplantation from an Human Leukocyte Antigen-Matched Related or Unrelated Donor,France,EU,retrospective_cohort,single,1,2011,2013,pre_2018,23,6,43,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center Marseille IPC cohort. 3-arm comparison: haplo+PTCy (n=31) vs MRD+ATG (n=47) vs UD+ATG (n=63, includes 13 MMUD). PTCy in haplo arm only; comparators use ATG-based prophylaxis. Median follow-up 23 mo (Haplo 22, MRD 24, UD 24)."
72,1030,Bolanos-Meade J,2019,Lancet Haematology,10.1016/S2352-3026(18)30221-7,NR,"Bolaños-Meade J et al. 2019 - Three prophylaxis regimens (tacrolimus, mycophenolate mofetil, and cyclophosphamide; tacrolimus, methotrexate, and bortezomib; or tacrolimus, methotrexate, and maraviroc) versus tacrolimus and methotrexate for prevention of graft-versus-host disease with reduced-intensity conditioning allogeneic haematopoietic cell transplantation - a randomised phase 2 trial.pdf","Three prophylaxis regimens (tacrolimus, mycophenolate mofetil, and cyclophosphamide; tacrolimus, methotrexate, and bortezomib; or tacrolimus, methotrexate, and maraviroc) versus tacrolimus and methotrexate for prevention of graft-versus-host disease with reduced-intensity conditioning allogeneic haematopoietic cell transplantation: a randomised phase 2 trial",USA,NA,RCT,multi,31,2014,2016,pre_2018,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,BMT CTN 1203 phase 2 RCT with 3 randomized arms vs non-randomized contemporary CIBMTR-based TAC/MTX control. Predecessor to BMT CTN 1703. RoB2 applied since this is an RCT (per spec); note non-randomized control arm raises bias concerns. 31 US trial centers + 32 US control centers.
75,1006,Bordat J,2026,Haematologica,10.3324/haematol.2024.287157,NR,Bordat J et al. 2026 - Post-transplant cyclophosphamide improves survival over antithymocyte globulin in HLA-mismatched unrelated donor stem cell transplantation.pdf,Post-transplant cyclophosphamide improves survival compared to antithymocyte globulin in HLA-mismatched unrelated donor stem cell transplantation,France,EU,retrospective_cohort,single,1,2010,2024,mixed,52.4,NR,NR,Y,overlap_superset_of,Bordat_2024_abstract_excluded,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Saint-Louis Hospital Paris single-center retrospective cohort of MMUD alloHSCT recipients (single allele mismatch at A/B/C/DRB1/DQB1), Jan 2010-Feb 2024. N=155: PTCY 41, HD-ATG 93 (ATG-T 10 mg/kg N=66 or ATG-F 60 mg/kg N=27), LD-ATG 21 (ATG-T 5 mg/kg N=19 or ATG-F 30 mg/kg N=2). Journal version of the Bordat MMUD cohort (Bordat 2024 abstract excluded). Median follow-up: 19.4 mo PTCY, 91.4 mo HD-ATG, 73.0 mo LD-ATG (P<0.01) - significant era confounding noted by authors."
77,1024,Brissot E,2019,Haematologica,10.3324/haematol.2017.187450,NR,Brissot E et al. 2019 - Haploidentical versus unrelated allogeneic stem cell transplantation for relapsed/refractory acute myeloid leukemia - a report on 1578 patients from the Acute Leukemia Working Party of the EBMT.pdf,Haploidentical versus unrelated allogeneic stem cell transplantation for relapsed/refractory acute myeloid leukemia: a report on 1578 patients from the Acute Leukemia Working Party of the EBMT,multinational,multinational,registry,registry,218,2007,2014,pre_2018,NR,NR,NR,partial,partial_overlap,other EBMT ALWP publications,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry; R/R AML active disease 2007-2014. 3 arms: Haplo PTCy (199), UD 10/10 (1111), UD 9/10 (383). Total 1693 HSCT (abstract says 1578; numbers in tables sum to 1693). Median FU varied by arm: 16 mo Haplo, 18.1 mo UD 10/10, 22.9 mo UD 9/10. No infection data reported."
78,1024,Brissot,2020,Journal of Hematology & Oncology,10.1186/s13045-020-00923-0,NR,Brissot E et al. 2020 - Post-transplant cyclophosphamide versus antithymocyte globulin in patients with acute myeloid leukemia in first complete remission undergoing allogeneic stem cell transplantation from 10/10 HLA-matched unrelated donors.pdf,Post-transplant cyclophosphamide versus antithymocyte globulin in patients with acute myeloid leukemia in first complete remission undergoing allogeneic stem cell transplantation from 10/10 HLA-matched unrelated donors,multinational,multinational,registry,registry,NR,2010,2017,mixed,NR,NR,NR,partial,partial_overlap,61,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry analysis of 10/10 HLA-MUD AML CR1 patients comparing PTCy (n=174) vs ATG (n=1452) for GVHD prophylaxis, transplants 2010-2017. Distinct paper from Battipaglia 2020 (study 61) which addressed HLA-identical sibling donor stratum same registry; non-overlapping donor strata so both papers are primary for their stratum. Median FU PTCy 20.5 mo (IQR 6.9-32.6) vs ATG 33.2 mo (IQR 17.6-52.7). ATG brand exclusively Thymoglobuline at 5 mg/kg total dose."
