outcome_id,arm_id,study_id,cohort_id,outcome_category,outcome_subtype,timepoint,timepoint_days_numeric,is_primary_timepoint,is_primary_definition,denominator_n,event_count,proportion_reported_pct,cumulative_incidence_pct,ci_lower_pct,ci_upper_pct,ci_method,competing_risks_handled,hr_value,hr_ci_lower,hr_ci_upper,hr_comparator_arm_id,hr_adjusted,incidence_rate_value,incidence_rate_unit,person_time_total,person_time_unit,median_time_to_event_days,ascertainment_method,screening_frequency_per_week,definition_text,data_source,data_quality_flag,extraction_notes
72,12,6,1005,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,280,45,16,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,cGvHD moderate or severe per NIH 2014.,table,direct,Table 2: 45/280 = 16%.
73,13,6,1005,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,54,9,17,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,cGvHD moderate or severe per NIH 2014.,table,direct,Table 2: 9/54 = 17%.
74,10,6,1005,second_line_GVHD_therapy_use,ruxolitinib,D+365_1yr,365,Y,Y,68,14,21,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Second line GvHD treatment with ruxolitinib in the first year after alloHCT.,table,direct,Table 2: 14/68 PTCY received ruxolitinib = 21%.
75,11,6,1005,second_line_GVHD_therapy_use,ruxolitinib,D+365_1yr,365,Y,Y,97,41,42,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Second line GvHD treatment with ruxolitinib first year.,table,direct,Table 2: 41/97 = 42%.
76,12,6,1005,second_line_GVHD_therapy_use,ruxolitinib,D+365_1yr,365,Y,Y,280,41,15,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Second line GvHD treatment with ruxolitinib first year.,table,direct,Table 2: 41/280 = 15%.
77,13,6,1005,second_line_GVHD_therapy_use,ruxolitinib,D+365_1yr,365,Y,Y,54,12,22,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Ruxolitinib first year.,table,direct,Table 2: 12/54 = 22%.
78,10,6,1005,overall_mortality,OS_event,D+365_1yr,365,Y,Y,68,26,38,38,25,49,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year OS rate 62% (CI 51-75%). CI = 100 - OS% = 38%; event_count = N - survivors = 68 - round(0.62*68)=68-42=26.,figure_KM_curve,direct,"Fig 5a table: PTCY 1-year OS 62% (51%, 75%). CI = 38%, ci_lower 25 (=100-75), ci_upper 49 (=100-51). Event count = 68-42 = 26."
79,11,6,1005,overall_mortality,OS_event,D+365_1yr,365,Y,Y,97,29,30,30,21,39,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year OS MRD/NoATLG 70% (61-79%). CI = 30%; event_count = 97 - round(0.70*97) = 97-68 = 29.,figure_KM_curve,direct,Fig 5a table.
80,12,6,1005,overall_mortality,OS_event,D+365_1yr,365,Y,Y,280,53,19,19,14,23,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year OS MUD/ATLG 81% (77-86%). CI = 19%; event_count = 280 - round(0.81*280) = 280-227 = 53.,figure_KM_curve,direct,Fig 5a table.
81,13,6,1005,overall_mortality,OS_event,D+365_1yr,365,Y,Y,54,20,37,37,23,49,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year OS MM/ATLG 63% (51-77%). CI = 37%; event_count = 54 - round(0.63*54) = 54-34 = 20.,figure_KM_curve,direct,Fig 5a table.
82,14,7,1007,aGVHD,grade_II_IV,D+100,125,Y,Y,86,NR,NR,19,13,30,Gray_CIF,Y_CIF,0.31,0.17,0.5600000000000001,15,unadjusted,NA,NA,NA,NA,NR,clinical_only,NA,Consensus Conference (Przepiorka 1995) criteria for aGVHD grading; incidence calculated at 125 days post-HSCT,narrative_text,direct,"Paper measured aGVHD at 125 days, not D+100; mapped to D+100 timepoint per protocol."
83,15,7,1007,aGVHD,grade_II_IV,D+100,125,Y,Y,125,NR,NR,45,36,54,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Consensus Conference (Przepiorka 1995) criteria; reference arm for HR,narrative_text,direct,Reference arm for HR comparison.
84,14,7,1007,aGVHD,grade_III_IV,D+100,125,Y,Y,86,NR,NR,4,1,11,Gray_CIF,Y_CIF,0.09,0.03,0.31,15,unadjusted,NA,NA,NA,NA,NR,clinical_only,NA,Consensus Conference criteria; aGVHD grades III-IV at 125 days,narrative_text,direct,
85,15,7,1007,aGVHD,grade_III_IV,D+100,125,Y,Y,125,NR,NR,27,20,36,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Consensus Conference criteria; reference arm,narrative_text,direct,
86,14,7,1007,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,Y,86,NR,NR,16,9,29,Gray_CIF,Y_CIF,0.4,0.19,0.82,15,unadjusted,NA,NA,NA,NA,NR,clinical_only,NA,NIH Consensus 2005 (Filipovich) criteria for moderate-severe cGVHD; 2-year cumulative incidence,narrative_text,direct,Paper reports 2-yr cGVHD only; no 1-yr value separately reported.
87,15,7,1007,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,Y,125,NR,NR,65,55,77,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,NIH Consensus 2005 criteria; reference arm,narrative_text,direct,
88,14,7,1007,NRM,NRM_overall,D+730_2yr,730,N,Y,86,NR,NR,16,9,27,Gray_CIF,Y_CIF,0.55,0.34,0.89,15,adjusted,NA,NA,NA,NA,NR,clinical_only,NA,Nonrelapse mortality at 2 years with relapse as competing risk; multivariate-adjusted HR reported,narrative_text,direct,1-yr NRM not separately reported.
89,15,7,1007,NRM,NRM_overall,D+730_2yr,730,N,Y,125,NR,NR,36,29,46,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Nonrelapse mortality at 2 years; reference arm,narrative_text,direct,
90,14,7,1007,overall_mortality,OS_event,D+730_2yr,730,N,Y,86,NR,31,31,21,44,Kaplan_Meier,N_KM_or_crude,0.43,0.26,0.7,15,adjusted,NA,NA,NA,NA,NR,clinical_only,NA,"Kaplan-Meier OS at 2 years (PTCy 69% vs ATG 40%, P=.0007); reported here as CI = 100-OS%",narrative_text,derived,Reported OS 69% (95% CI 56-79); converted to mortality CI = 31% (CI 21-44). Multivariate-adjusted HR for death reported.
91,15,7,1007,overall_mortality,OS_event,D+730_2yr,730,N,Y,125,NR,60,60,51,68,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Kaplan-Meier OS at 2 years; reference arm. OS 40% (95% CI 32-49); mortality CI = 60% (51-68),narrative_text,derived,Reference arm; OS 40% converted to mortality 60%.
92,14,7,1007,CMV,any_reactivation,end_of_followup,NR,N,Y,86,40,46.5,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,routine_screening,NR,CMV PCR >500 copies/mL threshold; reported as overall proportion across study follow-up (not stratified by D+100),table,direct,Timepoint NR specifically; paper reports cumulative reactivation across follow-up (P=.045 vs ATG).
93,15,7,1007,CMV,any_reactivation,end_of_followup,NR,N,Y,125,75,60,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,routine_screening,NR,CMV PCR >500 copies/mL; reference arm,table,direct,
94,14,7,1007,CMV,clinically_significant_csCMV,end_of_followup,NR,N,Y,86,21,24.4,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,routine_screening,NR,"Clinically significant CMV reactivation defined as >10,000 copies/mL by PCR",table,direct,
95,15,7,1007,CMV,clinically_significant_csCMV,end_of_followup,NR,N,Y,125,41,32.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,routine_screening,NR,"CMV PCR >10,000 copies/mL; reference arm",table,direct,
96,14,7,1007,IFI_any,EORTC_MSG_proven_probable_combined,end_of_followup,NR,N,Y,86,7,8.1,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Invasive mycosis: probable or proven per EORTC/MSG (De Pauw 2008) guidelines,table,direct,"Paper reports overall 'invasive mycosis' rate (mold and yeast combined), P=.0001 between arms."
97,15,7,1007,IFI_any,EORTC_MSG_proven_probable_combined,end_of_followup,NR,N,Y,125,39,31.2,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,EORTC/MSG proven/probable invasive mycosis; reference arm,table,direct,
98,14,7,1007,BSI,Sepsis-3,end_of_followup,NR,N,Y,86,18,20.9,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Sepsis per Surviving Sepsis Campaign 2012 international guidelines (Dellinger 2013); used as proxy for BSI as no separate BSI rate reported,table,direct,"Paper does not report BSI specifically; reports 'sepsis' (20.9% PTCy vs 19.2% ATG, P=.86) and 'severe sepsis' (9.3% vs 11.2%). Mapped to BSI Sepsis-3 subtype with caveat."
99,15,7,1007,BSI,Sepsis-3,end_of_followup,NR,N,Y,125,24,19.2,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Sepsis per Surviving Sepsis Campaign 2012; reference arm,table,direct,
100,14,7,1007,engraftment_failure,primary_graft_failure,D+30,40,Y,Y,86,NR,1,1,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Primary graft failure defined as complete absence of donor chimerism in bone marrow biopsy by day +40,narrative_text,direct,P=.40 vs ATG arm; event_count NR but 1% of 86 = approximately 1 patient.
101,15,7,1007,engraftment_failure,primary_graft_failure,D+30,40,Y,Y,125,NR,4,4,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Primary graft failure defined as complete absence of donor chimerism by day +40; reference arm,narrative_text,direct,
102,14,7,1007,steroid_refractory_aGVHD,SR_any,D+180,180,Y,Y,NR,NR,13,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,"Steroid-refractory aGVHD: absence of response after 7 days OR progression after 3 days of corticosteroid treatment (Ruutu 2014 EBMT-ELN definition). Reported as 13% vs 49% (P=.008), denominator likely among aGVHD patients only",narrative_text,direct,Denominator unclear - text states '13% vs 49%' for steroid-refractory rate; denominator likely is patients with grade II-IV aGVHD per arm (not total cohort). Cannot back-calculate event counts.
103,15,7,1007,steroid_refractory_aGVHD,SR_any,D+180,180,Y,Y,NR,NR,49,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Steroid-refractory aGVHD: absence of response after 7 days OR progression after 3 days of corticosteroids; reference arm,narrative_text,direct,Denominator unclear; likely within-aGVHD percentage.
104,14,7,1007,other_infection,BK_hemorrhagic_cystitis,end_of_followup,NR,N,Y,86,20,23.2,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,clinical_only,NA,Hemorrhagic cystitis (all grades); all but 1 case associated with BK virus. Median time to event 42 days (range 4-82),table,direct,P=.072 vs ATG. Sum of grades 1+2+4 in PTCy arm = 1+18+1 = 20.
105,15,7,1007,other_infection,BK_hemorrhagic_cystitis,end_of_followup,NR,N,Y,125,18,14.4,NR,NR,NR,crude_proportion,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NA,Hemorrhagic cystitis (all grades); reference arm. Sum grade1+2+4 in ATG = 6+11+1 = 18,table,direct,
106,16,8,1001,IFI_yeast,investigator_reported,D+180,180,Y,N,757,NR,NR,5.2,3.3,7.3,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.063,other,NR,patient_days,NR,clinical_only,NR,"FI defined as isolation of a fungal pathogen from any site or a fungal marker in plasma reported to CIBMTR. NOT standardized by EORTC/MSG criteria. Yeast includes Candida spp, Cryptococcus, yeast NOS, Histoplasma, Blastomyces, Coccidioides. 99% CI reported.",table,direct,Investigator-reported (not EORTC/MSG). Density score 0.063 infections/patient/180d. 30/757 (4%) Candida; 11/757 (1%) other yeast. 99% CI in original.
107,17,8,1001,IFI_yeast,investigator_reported,D+180,180,Y,N,403,NR,NR,2.2,0.7,4.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.028,other,NR,patient_days,NR,clinical_only,NR,FI defined as isolation of a fungal pathogen from any site or a fungal marker in plasma reported to CIBMTR. NOT standardized by EORTC/MSG criteria. 99% CI reported.,table,direct,8/403 (2%) Candida; 2/403 (<1%) other yeast. Density 0.028.
108,18,8,1001,IFI_yeast,investigator_reported,D+180,180,Y,N,1605,NR,NR,1.9,1.1,2.9,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.022,other,NR,patient_days,NR,clinical_only,NR,FI defined as isolation of a fungal pathogen from any site or a fungal marker in plasma reported to CIBMTR. NOT standardized by EORTC/MSG criteria. 99% CI reported.,table,direct,25/1605 (2%) Candida; 7/1605 (<1%) other yeast. Density 0.022.
109,16,8,1001,IFI_mold,investigator_reported,D+180,180,Y,N,757,NR,NR,2.9,1.5,4.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.036,other,NR,patient_days,NR,clinical_only,NR,"FI defined as isolation of a fungal pathogen from any site or fungal marker in plasma reported to CIBMTR. NOT standardized by EORTC/MSG criteria. Mold includes Aspergillus spp, Fusarium, Zygomycetes, Mucorales, Rhizopus, Scedosporium, mold NOS. 99% CI reported.",table,direct,15/757 (2%) Aspergillus; 8/757 (1%) non-Aspergillus mold. Density 0.036.
110,17,8,1001,IFI_mold,investigator_reported,D+180,180,Y,N,403,NR,NR,3.7,1.7,6.6,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.047,other,NR,patient_days,NR,clinical_only,NR,FI defined as isolation of a fungal pathogen from any site or fungal marker in plasma reported to CIBMTR. NOT standardized by EORTC/MSG criteria. 99% CI reported.,table,direct,9/403 (2%) Aspergillus; 6/403 (1%) non-Aspergillus mold. Density 0.047. CI low typo in original abstract (91.7%) is a misprint -- actual is 1.7%.
111,18,8,1001,IFI_mold,investigator_reported,D+180,180,Y,N,1605,NR,NR,1.7,1,2.6,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.019,other,NR,patient_days,NR,clinical_only,NR,FI defined as isolation of a fungal pathogen from any site or fungal marker in plasma reported to CIBMTR. NOT standardized by EORTC/MSG criteria. 99% CI reported.,table,direct,20/1605 (1%) Aspergillus; 7/1605 (<1%) non-Aspergillus mold. Density 0.019.
112,16,8,1001,IFI_any,investigator_reported_any,D+180,180,Y,N,757,56,7.4,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,55,clinical_only,NR,"Any FI (>=1 FI by day 180): patients may have had >1 FI. Investigator-reported, not EORTC/MSG.",table,direct,56/757 (7%) had >=1 FI by D+180. Median time to FI 55d (range 1-179).
113,17,8,1001,IFI_any,investigator_reported_any,D+180,180,Y,N,403,24,5.96,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,67,clinical_only,NR,"Any FI (>=1 FI by day 180): patients may have had >1 FI. Investigator-reported, not EORTC/MSG.",table,direct,24/403 (6%) had >=1 FI by D+180. Median time to FI 67d (<1-156).
114,18,8,1001,IFI_any,investigator_reported_any,D+180,180,Y,N,1605,59,3.68,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,61,clinical_only,NR,"Any FI (>=1 FI by day 180): patients may have had >1 FI. Investigator-reported, not EORTC/MSG.",table,direct,59/1605 (4%) had >=1 FI by D+180. Median time to FI 61d (3-175).
115,16,8,1001,IFI_mold,aspergillus_only,D+180,180,N,N,757,15,2,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,76,clinical_only,NR,"Aspergillus by day 180: includes Aspergillus NOS, A. flavus, A. fumigatus, A. niger, A. ustus, A. terreus.",table,direct,Aspergillus subset; median time 76d (2-179).
116,17,8,1001,IFI_mold,aspergillus_only,D+180,180,N,N,403,9,2.23,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,81,clinical_only,NR,"Aspergillus by day 180: includes Aspergillus NOS, A. flavus, A. fumigatus, A. niger, A. ustus, A. terreus.",table,direct,Aspergillus subset; median time 81d (6-110).
117,18,8,1001,IFI_mold,aspergillus_only,D+180,180,N,N,1605,20,1.25,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,70,clinical_only,NR,"Aspergillus by day 180: includes Aspergillus NOS, A. flavus, A. fumigatus, A. niger, A. ustus, A. terreus.",table,direct,Aspergillus subset; median time 70d (3-175).
118,16,8,1001,IFI_yeast,candidemia_only,D+180,180,N,N,757,30,3.96,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,60,clinical_only,NR,"Candida by day 180: includes Candida NOS, C. albicans, C. krusei, C. parapsilosis, C. tropicalis, C. glabrata, C. guillermondi, C. lusitaniae, Candida non-albicans, and other Candida (not restricted to blood -- 40% blood; non-sterile sites >50% per discussion).",table,direct,Candida all sites n=30; 12 (40%) with blood (candidemia). Authors note Candida from non-sterile sites accounted for >50% of yeast FI.
119,17,8,1001,IFI_yeast,candidemia_only,D+180,180,N,N,403,8,1.99,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,29,clinical_only,NR,Candida by day 180; all sites (3/8 blood/candidemia per Table 3).,table,direct,Candida all sites n=8; 3 (38%) blood.
120,18,8,1001,IFI_yeast,candidemia_only,D+180,180,N,N,1605,25,1.56,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,51,clinical_only,NR,Candida by day 180; all sites (10/25 blood/candidemia per Table 3).,table,direct,Candida all sites n=25; 10 (40%) blood.
121,16,8,1001,IFI_mold,mucormycosis_only,D+180,180,N,N,757,8,1.06,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,28,clinical_only,NR,"Non-Aspergillus mold by day 180: includes Fusarium spp, Zygomycetes NOS, Mucorales spp, Scedosporium spp. Not strictly mucormycosis; lumped category.",table,derived,Non-Aspergillus mold lumped (not specifically mucormycosis). Used mucormycosis_only as closest vocabulary match per spec; flagged as lumped category.
122,17,8,1001,IFI_mold,mucormycosis_only,D+180,180,N,N,403,6,1.49,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,98,clinical_only,NR,"Non-Aspergillus mold (Fusarium, Zygomycetes, Mucorales, Scedosporium).",table,derived,Non-Aspergillus mold lumped category.
123,18,8,1001,IFI_mold,mucormycosis_only,D+180,180,N,N,1605,7,0.44,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,126,clinical_only,NR,"Non-Aspergillus mold (Fusarium, Zygomycetes, Mucorales, Scedosporium).",table,derived,Non-Aspergillus mold lumped category.
124,16,8,1001,overall_mortality,OS_event,D+730_2yr,730,N,N,757,375,49.5,NR,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NA,Deaths within 2 years of HCT (HaploCy 375/757 = 49.5%).,narrative_text,direct,2-yr OS event = death (KM). aHR for FI yes HaploCy vs FI no SibCNI = 4.06 (99% CI 2.18-7.56); aHR for FI no HaploCy vs FI no SibCNI = 1.22 (99% CI 1.01-1.46).
125,17,8,1001,overall_mortality,OS_event,D+730_2yr,730,N,N,403,179,44.4,NR,NR,NR,Kaplan_Meier,N_KM_or_crude,1.12,0.89,1.41,18,adjusted,NR,NA,NR,NA,NR,NR,NA,Deaths within 2 years of HCT (SibCy 179/403 = 44.4%).,narrative_text,direct,"aHR for FI no SibCy vs FI no SibCNI = 1.12 (99% CI 0.89-1.41), P=0.22. aHR for FI yes SibCy = 4.70 (2.01-11.0)."
126,18,8,1001,overall_mortality,OS_event,D+730_2yr,730,N,N,1605,753,46.9,NR,NR,NR,Kaplan_Meier,N_KM_or_crude,1,NA,NA,18,adjusted,NR,NA,NR,NA,NR,NR,NA,Deaths within 2 years of HCT (SibCNI 753/1605 = 46.9%). Reference group in multivariable model.,narrative_text,direct,Reference group for OS. aHR for FI yes SibCNI vs FI no SibCNI = 3.42 (1.84-6.35).
127,16,8,1001,NRM,NRM_overall,D+730_2yr,730,N,N,757,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,1.61,1.16,2.23,18,adjusted,NR,NA,NR,NA,NR,NR,NA,"TRM (transplantation-related mortality) at 2 years post-HCT, with relapse as competing risk.",narrative_text,direct,FI no HaploCy aHR 1.61 vs FI no SibCNI. FI yes HaploCy aHR 8.36 (4.36-16.03). Event counts not reported by arm.
128,17,8,1001,NRM,NRM_overall,D+730_2yr,730,N,N,403,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,1.42,0.99,2.02,18,adjusted,NR,NA,NR,NA,NR,NR,NA,TRM at 2 years post-HCT.,narrative_text,direct,"FI no SibCy aHR 1.42 (0.99-2.02), P=0.0112. FI yes SibCy aHR 7.94 (2.48-25.46)."
129,18,8,1001,NRM,NRM_overall,D+730_2yr,730,N,N,1605,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,1,NA,NA,18,adjusted,NR,NA,NR,NA,NR,NR,NA,TRM at 2 years. Reference group for FI no.,narrative_text,direct,Reference. FI yes SibCNI aHR 7.55 (3.89-14.65).
130,16,8,1001,infection_related_mortality,IRM_fungal,D+730_2yr,730,N,N,757,12,1.6,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NA,Death attributed to FI (per discussion text): 12/757 (1.6%) HaploCy died of FI.,narrative_text,direct,Cause-specific FI mortality only (not all infectious causes). Per page e8 text.
131,17,8,1001,infection_related_mortality,IRM_fungal,D+730_2yr,730,N,N,403,3,0.7,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NA,Deaths attributed to FI: 3/403 (0.7%) SibCy.,narrative_text,direct,Cause-specific FI mortality.
132,18,8,1001,infection_related_mortality,IRM_fungal,D+730_2yr,730,N,N,1605,13,0.8,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NA,Deaths attributed to FI: 13/1605 (0.8%) SibCNI.,narrative_text,direct,Cause-specific FI mortality.
133,16,8,1001,other_infection,other,D+180,180,N,N,757,0,0,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Pneumocystis jirovecii pneumonia (PCP/PJP); site lung in all cases.,table,direct,PJP HaploCy 0/757.
134,17,8,1001,other_infection,other,D+180,180,N,N,403,2,0.5,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,75,clinical_only,NR,PJP SibCy 2/403; site lung.,table,direct,PJP SibCy 2/403.
135,18,8,1001,other_infection,other,D+180,180,N,N,1605,1,0.1,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,163,clinical_only,NR,PJP SibCNI 1/1605; site lung.,table,direct,PJP SibCNI 1/1605.
136,19,9,1003,BSI,any_pathogen,D+30,30,Y,Y,200,70,35,35,28.4,41.6,Gray_CIF,Y_CIF,2.41,1.27,4.78,20,adjusted,NR,NA,NR,NA,13,clinical_only,NR,"BSI was defined as the isolation of a bacterial pathogen from at least one set of blood cultures (one aerobic and one anaerobic) drawn from a transplant recipient either from the day of starting PTCY or from the day of the stem cell infusion for patients receiving other prophylaxis, to long-term follow-up. All BSI episodes were confirmed after reviewing clinical charts. To define a BSI as that caused by a common skin colonizer such as coagulase-negative staphylococci or Corynebacterium, we required a suggestive clinical presentation and (i) >=2 blood cultures drawn from different sites, (ii) >=1 positive blood culture obtained from the peripheral vein blood and a positive catheter culture. Those patients with any positive culture that was considered a contaminant were included in the group of not-infected patients. Polymicrobial infection was defined when the BSI was caused by 2 or more different microorganisms. Only the first episode of BSI was counted as an event.",table,direct,"Event count 70 derived from Table 3 (BSI diagnosed during first 30 days, PTCY arm). CIF 35.0% from Table 2. HR 2.41 (p=0.012) from multivariate analysis Table 4 vs non-PTCy reference."
