cohort_id,cohort_label,cohort_description,registry_or_source,enrollment_start_year,enrollment_end_year,total_unique_patients,primary_publication_study_id,primary_publication_overrides,overlap_notes
1106,KUMC_Mushtaq_MUD_haplo,"Single-center retrospective cohort of 452 adult patients undergoing first allogeneic HCT at the University of Kansas Medical Center (KUMC), Division of Hematologic Malignancies and Cellular Therapeutics, between August 2016 and July 2021. Two arms by donor type: matched unrelated donor (MUD, 10/10 HLA-A/B/C/DRB1/DQB1, n=276) vs T-cell replete haploidentical (n=176, mismatched at >=2 HLA loci). Excluded: manipulated grafts (ex vivo or in vivo TCD, engineered T cells), MMUD, MRD, UCB. MUD GVHD prophylaxis predominantly tacrolimus + methotrexate (n=241, 87%); 35 (13%) MUD received PT-Cy-based prophylaxis on clinical trial or per physician discretion. All haplo received PTCy + tacrolimus + MMF. Diseases: AML 43%, MDS+MPN+CML 28.5%, ALL 11.5%, NHL 8%, HD 2%, other 7%. MAC 37%, RIC 63%. PBSC 50%, BM 50%. Median age 57 yrs (range 18-77). Median follow-up 24.4 months. May share patients with KUMC_Mohyuddin_haplo_EBV cohort (1097, n=63 haplo only EBV-focused) - but Mushtaq is the broader and larger institutional cohort.",single_center,2016,2021,452,271,NA,Possible partial overlap with cohort 1097 (KUMC_Mohyuddin_haplo_EBV) on haplo arm; Mushtaq is broader MUD+haplo comparison.
1107,EBMT_CIBMTR_LWP_lymphoma_PTCy_haplo_vs_MUD,"Joint EBMT Lymphoma Working Party (LWP) and CIBMTR retrospective registry analysis of 2140 adult (>=18 years) Hodgkin (HL) and non-Hodgkin lymphoma (NHL) patients undergoing first haploidentical (n=1830) or 8/8 matched unrelated donor (n=310) HCT using PTCy-based GVHD prophylaxis between 2010 and 2019. 34% CIBMTR / 66% EBMT. 277 centers (haplo) and 103 centers (MUD). Donor restrictions: haplo mismatched at >=2 HLA loci; MUD allele-matched 8/8 at HLA-A,-B,-C,-DRB1. GVHD prophylaxis PTCy-based, predominantly PTCy+CNI+MMF (90% haplo / 54% MUD). Both peripheral blood and bone marrow grafts included; both MAC and RIC/NMA included (predominantly RIC/NMA: 77% haplo / 74% MUD). Lymphoma subtypes mix: HL 44%, NHL 56% in haplo vs HL 28%, NHL 72% in MUD. Distinct from EBMT_CIBMTR_DLBCL_LWP (cohort 1046, DLBCL only, 2008-2015, includes MSD/MUD-TCD strata) and EBMT_CIBMTR_TCL_LWP (cohort 1063, T-cell only, 2008-2018) and CIBMTR_HL_HaploPTCy_MSDCNI (cohort 1011, HL only, MSD comparator). Likely partially overlaps with Hamadani 2022 Blood Adv (T-cell lymphoma component reference 9) and Kanate 2016 Blood (haplo vs MUD lymphoma reference 6) for the haplo arm.",multicenter_collaboration,2010,2019,2140,272,NR,"Possible partial overlap with cohort 1046 (DLBCL LWP 2008-2015) for DLBCL haplo PTCy patients, cohort 1063 (TCL LWP 2008-2018) for T-cell lymphoma haplo PTCy patients, and cohort 1011 (HL CIBMTR haplo PTCy 2008-2016) for HL haplo PTCy patients. This is the broader all-lymphoma 2010-2019 EBMT+CIBMTR LWP cohort with PTCy in both donor arms."
1108,JSTCT_TRUMP_AML_ALL_MDS_CML_haploDonorAge,"Japanese Society for Transplantation and Cellular Therapy (JSTCT) / Japanese Data Center for Hematopoietic Cell Transplantation (JDCHCT) nationwide retrospective cohort via the Transplant Registry Unified Management Program (TRUMP). 5161 patients aged 16-70 years undergoing first HSCT for AML, ALL, MDS, or CML between January 2016 and December 2021. Compares PTCY-haplo (PBSC graft, no in vivo TCD) vs single-unit cord blood transplantation (CBT, matched at >=4/6 antigen levels HLA-A,-B,-DR), with PTCY-haplo donors stratified into younger (<40 yrs) and older (>=40 yrs) categories, and patients stratified into younger (<50 yrs) and older (>=50 yrs) cohorts. Older patient cohort N=3246 (CBT 2675, younger-haplo 451, older-haplo 120); younger patient cohort N=1870 (CBT 1532, younger-haplo 171, older-haplo 167). Patients receiving in vivo T-cell depletion with ATG or alemtuzumab were excluded. Distinct from JDCHCT_TRUMP2_UCBT_vs_PTCyHaplo cohort 1064 (Harada 2025 TCT, all heme disease 2014-2020) and JSTCT_TRUMP_ALL_PTCyHaplo_UCB cohort 1070 (ALL only 2013-2021) by disease focus (AML/ALL/MDS/CML) and donor age stratification analysis.",JSHCT,2016,2021,5161,273,NA,"Likely partial overlap with JDCHCT TRUMP cohort 1064 (Harada 2025, 2014-2020, all heme disease, includes the same disease and donor populations within shared 2016-2020 enrollment window) and cohort 1070 (JSTCT TRUMP adult ALL 2013-2021). Distinct primary analysis focus on haplo-donor age effect. Likely also partial overlap with Sugita 2022 BMT (ref 7, comparable Japanese cohort) and Wada 2022 Transplantation (ref 4)."
1109,JSTCT_TRUMP2_MDS_haploPTCy_vs_MUD,"Japanese Society for Transplantation and Cellular Therapy (JSTCT) / Japanese Data Center for Hematopoietic Cell Transplantation (JDCHCT) nationwide retrospective cohort via the Transplant Registry Unified Management Program 2 (TRUMP2). 697 adult patients (age >=16 yrs) with de novo or therapy-related MDS undergoing first allo-HCT between 2014 and 2020. Three arms: HLA-haploidentical PBSCT with PTCy (haplo-PBSCT, n=136; defined as related PBSC donor with 2-3 HLA antigen mismatches at HLA-A/B/DR in GvH direction; all received PTCy-based prophylaxis without in vivo TCD); MUD bone marrow transplantation (MUD-BMT, n=465; allele-matched at HLA-A/B/C/DRB1; 95.9% no ATG, 4.1% ATG); MUD peripheral blood stem cell transplantation (MUD-PBSCT, n=96; 67.7% no ATG, 32.3% ATG). Patients with ex vivo graft manipulation excluded. None received ALG or alemtuzumab. Designed by the Adult MDS Working Group of JSTCT. Distinct from JSTCT_TRUMP_ALL_PTCyHaplo_UCB cohort 1070 (ALL only) and JDCHCT_TRUMP2_UCBT_vs_PTCyHaplo cohort 1064 (all heme disease, UCBT vs haplo). May partially overlap with Konuma 2022 AmJHem (JSTCT MDS Working Group, haplo PTCy vs single UCB) within shared 2014-2020 enrollment window for the haplo arm.",JSHCT,2014,2020,697,289,NA,"Partial overlap likely with Konuma 2022 AmJHem (JSTCT Adult MDS Working Group, haplo-PTCy vs single-unit UCB for MDS, TRUMP2 registry) within shared 2014-2020 enrollment window for the haplo-PBSCT arm. Distinct primary analysis vs MUD (BM and PBSC) cohorts."
1110,MSKCC_NHL_RIC_NMA,"Single-center retrospective cohort of 279 adult patients (age >=18 yrs) with B-cell or T-cell non-Hodgkin lymphoma (NHL) undergoing first RIC (n=110) or NMA (n=169) allogeneic HCT at Memorial Sloan Kettering Cancer Center (MSKCC) between March 2008 and December 2019. RIC regimens: Flu-Mel (55%), Flu-Cy-TT-4Gy-TBI (38%), Flu-Bu-4 (6%), Flu-Cy-4Gy-TBI (1%). NMA regimen: Flu-Cy-2Gy-TBI in all cases. Eligible donors: HLA-matched related, HLA-matched URD, 4-7/8 HLA-mismatched URD, HLA-haploidentical. Graft sources: BM 7%, PB 93%. GVHD prophylaxis: CNI-MTX-based 89% (n=248), PTCy-based 11% (n=31, of which 22 NMA + 9 RIC); ATG 30% (predominantly NMA arm 45% vs RIC arm 6%, on phase 2 trial incorporating ATG/rituximab with NMA conditioning); peritransplant rituximab 30% (49% NMA vs 2.7% RIC). Ex vivo TCD and alemtuzumab excluded. Disease histology: DLBCL 22%, T-cell lymphoma 22%, FL 19%, CLL/LGL/T-PLL 18%, MCL 14%, other B-cell 5.4%. Median follow-up 64 months. Distinct from MSKCC_UMiami_MMUD_Jimenez cohort 1069 (MMUD-only, different time window/inclusion).",single_center,2008,2019,279,291,NA,"Single-center MSKCC NHL retrospective cohort. PTCy used in only 11% of patients; paper does NOT stratify outcomes by PTCy use AND conditioning intensity simultaneously, so the within-PTCy RIC vs NMA contrast (Comparison 3) cannot be derived directly. Paper does NOT report IFI outcomes."
1111,MDACC_ER_SCT_older_alloHCT,"Single-center retrospective sequential cohort at The University of Texas MD Anderson Cancer Center (MDACC), Houston, TX, of 204 patients age >=65 years undergoing first allogeneic HSCT. Two cohorts compared: (1) Enhanced Recovery Stem-Cell Transplantation (ER-SCT) program cohort of 64 consecutive eligible patients transplanted October 2017-September 2018 (89% enrolled in the multidisciplinary supportive care program comprising prehabilitation [PM&R/PT/OT], geriatric assessment, nutritional optimization, pharmacological/polypharmacy review, and inpatient nursing support); (2) 140 historical controls transplanted January 2015-September 2017 prior to ER-SCT program initiation. Diseases: AML/MDS 75%, CML/MPD 13%, ALL 4%, CLL 3%, lymphoma 3%, myeloma 1%, aplastic anemia 1%. Conditioning/GVHD prophylaxis heterogeneous, differing between cohorts (ER-SCT 73% PTCy-based [F-Bu/PTCy 27%, Mel/PTCy 44%, Other/PTCy 2%] vs controls 26% PTCy-based [F-Bu/PTCy 13%, Mel/PTCy 12%, Other/PTCy 1%]; remaining used Tac/MTX with Bu/Mel/other conditioning). Donor: MUD 62%, MRD 28%, haplo 10%. PBSC 66%, BM 34%. Median age 68 (ER-SCT) and 67 (controls); ~30% aged >=70.",single_center,2015,2018,204,292,NR,"Same institution as MDACC cohorts 1014 (Alousi PTCy RIC phase II NCT00800839, 2008-2011), 1089 (Mehta MMUD PTCy 2009-2013), 1090 (Mehta PTCy 3-arm 2015-2020), 1091 (Mehta HLA-matched 2015-2020). Possible partial patient overlap with MDACC PTCy cohorts 1090/1091 during 2015-2018 era for the PTCy-treated subset; however, Ngo-Huang ER-SCT cohort is restricted to age >=65 years and is a supportive-care intervention study, not a GVHD prophylaxis comparison. Distinct from those cohorts by inclusion criteria (age >=65), study question (multidisciplinary supportive care), and arm definition (ER-SCT vs historical no-ER-SCT). Reference 2 (Szewczyk 2021 TCT) reports feasibility/implementation data on the same ER-SCT program."
1112,Geneva_HUG_alloHCT_noFQABP,"Single-center retrospective observational cohort of 421 consecutive adults undergoing their first allogeneic HCT at Geneva University Hospitals (HUG), Switzerland, between January 1, 2015 and December 31, 2021. Mixed donor types: matched related (MRD 24%, n=103), matched unrelated (MUD 47%, n=199), haploidentical (22%, n=93), mismatched unrelated (MMUD 6%, n=26). Predominantly RIC conditioning (75%) and PBSC graft (88%). GVHD prophylaxis with post-HCT cyclophosphamide in 115 (27%). Distinctive feature: primary fluoroquinolone antibacterial prophylaxis is NOT routinely administered during pre-engraftment neutropenia at this center; instead, oral non-absorbable neomycin/polymyxin B decontamination is given from conditioning through engraftment, plus co-trimoxazole for PJP, acyclovir antiviral, fluconazole antifungal, and letermovir anti-CMV prophylaxis (starting May 2019). Patients are managed under strict surveillance including weekly surveillance blood cultures and prompt empirical antibiotic initiation for neutropenic fever.",single_center,2015,2021,421,293,NA,"First publication for Geneva HUG BMT cohort 2015-2021 in this PTCy MA. May share patients with Royston 2021 (letermovir matched cohort, ref 23), Chavaz 2023 (CMV post-letermovir, ref 24), Roth 2022 (invasive mold infections, ref 22) — all from same Geneva HUG BMT program."
1113,JSTCT_TRUMP2_NHL_PTCyHaplo_uCBT,"Japanese Society for Transplantation and Cellular Therapy (JSTCT) Adult Lymphoma Working Group, nationwide registry analysis via the Transplant Registry Unified Management Program 2 (TRUMP2) of the Japanese Data Center for Hematopoietic Cell Transplantation (JDCHCT). 857 adult patients (age >=16) with relapsed/refractory non-Hodgkin lymphoma (R/R NHL) undergoing first allo-HSCT between January 2013 and December 2021, either PTCY-haplo (n=169; 165 PBSC, 4 BM; no ex vivo T-cell manipulation, no in vivo ATG) or single-unit uCBT (n=688). Diseases include mature B-, T-, and NK-cell neoplasms per WHO 2017; B-cell lymphoma 60% (n=514), T/NK-cell 40%. Excludes Hodgkin lymphoma, aggressive NK-cell leukemia, chronic active EBV, systemic EBV-positive T-cell lymphoma of childhood, ATL. Excludes upfront transplant indications (CR/PR after first-line). Approval number zn230805. Cohort distinct from 1064 (TRUMP2_UCBT_vs_PTCyHaplo, mixed hematologic disease 2014-2020) and 1070 (JSTCT_TRUMP_ALL_PTCyHaplo_UCB, adult ALL only 2013-2021) by disease focus (R/R NHL only) and time window; substantial patient overlap likely with 1064.",JSHCT,2013,2021,857,296,NR,"Partial overlap likely with JDCHCT TRUMP2 cohort 1064 (Harada 2025 hematologic disease 2014-2020) at the patient level since both draw from JDCHCT TRUMP2 registry, but Nishikubo 2024 restricts to R/R NHL while 1064 includes mixed hematologic disease. Also overlapping registry source with JSTCT_TRUMP_ALL cohort 1070 (different disease)."
1114,SanRaffaele_Milan_HHV6_Noviello,"Single-center prospective observational non-interventional cohort of 208 consecutive adult patients undergoing allogeneic HSCT for hematologic malignancies at IRCCS Ospedale San Raffaele, Milan, Italy, between 2013 and 2015. AML 59%, MDS/MPN 15%, lymphoma/myeloma 26%; donors: MRD 19%, UD 30%, MMRD (haplo) 48%, CBU 3%; stem cell source PB 87%, BM 10%, CBU 3%; conditioning MAC 81%, RTC 19%. GVHD prophylaxis distributed as: PT-Cy-based 101 (49%), ATG-based 84 (40%), no in vivo T-cell depletion 23 (11%); additional immunosuppression sirolimus-based 78%, CsA-based 22%. All received acyclovir antiviral prophylaxis. HHV-6 weekly PCR monitoring to D+100 (commercial HSV6 Elite MGB ELITECH, target U67) plasma. 6 cases of chromosomally integrated HHV-6 excluded. Median follow-up 4 years (range 0.4-5.7). Study focus: HHV-6 reactivation, clinically relevant HHV-6 infection (ECIL classical EODs and possible HHV-6-related EODs), and HHV-6-specific T-cell immune reconstitution by IFN-gamma ELISpot. ALMON study, San Raffaele Ethical Committee 19 Oct 2007. Likely shares patients with cohort 1036 (SanRaffaele_Milan_MAP_PTCy) which covers 2015-2022 antifungal prophylaxis era; possible partial overlap at 2015 boundary. Related publications: Oltolini 2020 (Greco/Galli infections after PT-Cy), Greco 2016 (haplo HHV-6 immune recovery), Greco 2021 (PT-Cy + sirolimus GVHD prophylaxis).",single_center,2013,2015,208,297,primary for HHV-6 reactivation and HHV-6-specific T-cell immunity outcomes,Possible patient overlap with cohort 1036 (SanRaffaele_Milan_MAP_PTCy 2015-2022 voriconazole/posaconazole antifungal cohort) and with Oltolini 2020 BBMT (Greco/Galli infections after PT-Cy at same center) and Greco 2021 TCT (PT-Cy + sirolimus); to be adjudicated at consolidation.
1115,IPC_Marseille_MMUD_PTCy_vs_ATG,"Single-center retrospective historical comparison at Institut Paoli-Calmettes (IPC), Marseille, France of 62 consecutive adult patients undergoing first allo-HSCT for hematologic malignancies with HLA-mismatched unrelated donors (MMUD; 9/10 in 59 cases, 8/10 in 3 cases; class I mismatch in 85%) and PBSC graft. Two arms: PT-Cy group (n=22, enrolled Jan 2015-Nov 2018) received PT-Cy 50 mg/kg D+3,+4 + CSA + MMF; ATG group (n=40, historical cohort Jan 2010-Dec 2014) received rabbit ATG (Thymoglobuline 2.5 mg/kg/day D-3,-2; total 5 mg/kg) + CSA + MMF. Distinct from cohort 1041 (IPC Marseille MUD 10/10 PBSC 2014-2021 PT-Cy vs ATG) by HLA mismatch grade (MMUD 9/10 or 8/10 vs MUD 10/10) and enrollment era; same IPC Marseille institution but different donor stratum.",single_center,2010,2018,62,299,NR,"Same IPC Marseille institution as cohort 1041 (IPC_Marseille_MUD_PBSC; covers MUD 10/10 transplants 2014-2021). Distinct donor strata (MMUD here, MUD there). No expected patient overlap."
1116,EBMT_CMWP_CML_PTCy_UD_MMRD,"EBMT Chronic Malignancies Working Party (CMWP) registry retrospective cohort of 1341 adult (>=18 yrs) patients with chronic myeloid leukemia (CML) undergoing first allo-HCT between 2012 and 2019 from an unrelated donor (UD) with either PTCy or non-PTCy GVHD prophylaxis, or from a mismatched related donor (MMRD) with PTCy. 257 EBMT centers contributed. Three arms: non-PTCy UD (n=1094, 82%), PTCy UD (n=113, 8%), PTCy MMRD (n=134, 10%). Excludes patients undergoing HCT from MSD or using cord blood. Lead author Guillermo Orti (Vall d'Hebron Barcelona); EBMT CMWP multinational. Distinct from EBMT_CMWP_UD_MDS (cohort 1035, MDS) and EBMT_CMWP_myelofibrosis (cohort 1037, MF) by disease focus on CML.",EBMT,2012,2019,1341,300,NA,"Distinct disease focus (CML) from other EBMT CMWP cohorts (1035 MDS, 1037 MF). Lead institution Vall d'Hebron Barcelona but multinational EBMT registry data."
1117,CityOfHope_ALL_FTBI_packages,"Single-center retrospective cohort of 269 adult and adolescent ALL patients in CR1/CR2+ undergoing first FTBI-based myeloablative allo-HCT at City of Hope National Medical Center, Duarte CA, between January 2010 and December 2020. Two donor/conditioning/GVHD-prophylaxis packages: (1) ETOP-package (n=205) for matched donor (MD; 8/8 sibling or unrelated) HCT, comprising FTBI 13.2 Gy in 1.2 Gy fractions TID D-7 to D-4 + etoposide 60 mg/kg D-3 and tacrolimus 0.02 mg/kg IV D-2 + sirolimus (12 mg D-2 then 4 mg D-1) as GVHD prophylaxis; donor mix in this group: MUD 192 (93.7%, includes 8/8 matched siblings and 8/8 MUD), MMUD 13 (6.3%, off-protocol); (2) FLU-package (n=64) for HLA-mismatched related (HAPLO) or mismatched unrelated (MMUD) donor HCT, comprising FTBI 12 Gy in 1.5 Gy fractions BID D-4 to D-1 + fludarabine 30 mg/m2 IV D-7 to D-5 and PTCy 50 mg/kg IV D+3 and D+4 + MMF 1000 mg IV D+5 + tacrolimus 1 mg IV D+5 as GVHD prophylaxis; donor mix: Haplo 47 (73.4%), MMUD 13 (20.3%), MUD 4 (6.3%). All patients received PBSC graft. Median age 37 (range 9-68); 59.5% Hispanic; B-ALL 86.6%, T-ALL 13.4%; CR1 79.2%, CR2+ 20.8%. Median follow-up 4.6 years (range 1-12).",single_center,2010,2020,269,301,NA,"City of Hope ALL cohort; may share patients with Agrawal 2023 (Blood abstract, ref 21) on MMUD outcomes and other City of Hope publications on ALL HCT."
1118,IPC_Marseille_Pagliardini_younger,"Single-center retrospective cohort at Institut Paoli-Calmettes (IPC), Marseille, France of 209 consecutive patients younger than 60 years undergoing first allo-HSCT for hematological malignancies, comparing haploidentical-related donor with PT-Cy (HRD, n=81) vs unrelated donor (UD, n=128; 98 10/10 + 30 9/10) with ATG-based GVHD prophylaxis. HRD arm: Baltimore NMAC (Cy/Flu/TBI2Gy, n=53 NMAC, 66%) or RIC (Cy-Flu-Bu or TT-Flu-Bu, n=14 RIC, 17%) or MAC (n=14, 17%); PT-Cy 50 mg/kg D+3,+4 + CSA + MMF starting D+5; 73% PBSC, 27% BM. UD arm: Flu-Bu-ATG (Thymoglobulin 5 mg/kg total) + CSA alone for 10/10 or CSA+MMF for 9/10; 95% PBSC, 5% BM; 62% RIC, 38% MAC. Median age 50 yr (19-60). Median follow-up 38 (HRD) and 27 (UD) months. Possible overlap with IPC Marseille older-adult cohorts (1029 Marseille_IPC_Blaise_older_adults, 1041 IPC_Marseille_MUD_PBSC) but distinct by age window (<60) and Pagliardini 2019 is referenced as a separate paper by cohort 1041's description.",single_center,NR,NR,209,302,NR,"Same institution (IPC Marseille) as cohorts 1029 (Blaise older >55 yr, 2011-2013) and 1041 (IPC MUD PBSC 2014-2021); possible patient overlap with older-patient subset of cohort 1029 and with UD subset of cohort 1041 but distinct cohort by age (<60 yr) and donor strata. Cohort 1041 description explicitly references this Pagliardini 2019 paper as ref 4."
1119,PrincessMargaret_Toronto_older_alloHCT,"Single-center retrospective cohort of 133 older patients (>=60 years, median age 65, range 60-74) who underwent allogeneic HCT for any indication at Princess Margaret Cancer Centre, Toronto, Canada, between December 2013 and July 2017. All received G-CSF-mobilized PBSC graft. Two GVHD prophylaxis groups: ATG-PTCY (n=62; ATG 0.5 mg/kg D-3 + 2 mg/kg D-2, -1 [total 4.5 mg/kg] + PTCY 50 mg/kg D+3, +4 + CsA) vs Other (n=71, comprising ATG-CsA-MTX 11, alemtuzumab-CsA 30, CsA alone 1, CsA-MMF 10, CsA-MTX 19). Diseases: acute leukemia 46%, MDS 28%, MPN 14%, other 12%. Donors: MRD 28%, MUD 63%, HID 9% (all HID in ATG-PTCY arm). 94% RIC. CMV IgG+ donor or recipient 85%. Median follow-up 12 months (range 1-56). Likely partial overlap with cohort 1013 (PrincessMargaret_Toronto_Michelis high-risk AML/MDS 2014-2017, 159 pts) at same institution but Pasic 2020 is restricted to age >=60 and broader indications.",single_center,2013,2017,133,304,NA,"Same institution (Princess Margaret Cancer Centre, Hans Messner Allogeneic Transplant Program) as cohort 1013 (Michelis 2014-2017, high-risk AML/MDS 159 pts) with overlapping enrollment window (Dec 2013-Jul 2017 vs Jan 2014-Jul 2017). Pasic 2020 covers age >=60 only and all indications; cohort 1013 covers all ages but only high-risk AML/MDS. Partial overlap likely on older AML/MDS patients (median age 65 here). Group also includes Prem 2019 (ATG-PTCY MUD/MMUD), Deotare 2018 (ATG+PTCY MUD), Law 2018 (ATG+PTCY HID). Consolidator should adjudicate whether to merge with cohort 1013."
1120,PUPH_Peking_PyV_encephalitis,"Single-center retrospective 1:4 case-control study from Peking University People's Hospital, Peking University Institute of Hematology. Source cohort: 8160 patients undergoing allo-HSCT between January 2015 and September 2023; 843 with CNS symptoms underwent CSF testing. 54 PyV (BKV/JCV) encephalitis cases vs 216 propensity-score-matched non-PyV controls matched 1:4 on age, gender, underlying disease, and transplant type. All patients received standard Beijing protocol GVHD prophylaxis (ciclosporin + mycophenolate mofetil + short-term methotrexate) with rabbit ATG 10 mg/kg total (reduced to 4.5 mg/kg in 22 cases) in haploidentical/unrelated transplants and aplastic anaemia; ATG generally omitted for MSD except 12 patients >40 years old who received 4.5 mg/kg. Conditioning: MAC Ara-C/Bu/Cy/simustine for hematologic malignancies; Bu/Flu/Cy for aplastic anaemia. No PTCy used. Donor mix: HID 86.7%, MSD 9.6%, URD 3.7%. Diseases: myeloid 52.2%, lymphoid 36.7%, aplastic anaemia 11.1%. Median follow-up 39 months (IQR 23-62). Study is descriptive of PyV encephalitis outcomes; NO PTCy contrast available.",single_center,2015,2023,270,306,NA,"Beijing protocol cohort (Peking University People's Hospital, Huang Xiao-Jun group). May overlap with other PUPH publications by Huang/Xu/Mo/Zhang covering 2015-2023 allo-HSCT recipients. NO PTCy use; entire cohort is ATG-based Beijing protocol."
1121,EBMT_TCWP_10_10_MUD_PTCy_ATG,"EBMT Transplant Complications Working Party (TCWP) registry retrospective study of 8764 adult patients with hematologic malignancies (acute leukemia ~58%, MDS 19.7%, MPN 9.7%, lymphoma 9%, CLL ~1%, CML ~2%) undergoing first peripheral blood alloSCT from 10/10 antigen-matched unrelated donors (MUD) between January 2018 and June 2021 in the EBMT database. Two arms based on GVHD prophylaxis: rATG (n=7725, 88%) vs PTCy (n=1039, 12%). Excluded: more than one previous autologous transplant, ex vivo T-cell depletion, combined rATG+PTCy, Alemtuzumab (Campath). Conditioning: MAC 53.3% overall (PTCy 62.3%, ATG 52%). TBI use 14.5% ATG vs 24.7% PTCy. Median follow-up 2.1 years in both arms. Distinct from related EBMT TCWP publications: Penack 2024 Blood Cancer J/Leukemia (9/10 MMUD) and Moiseev 2025 BMT (8/10 MMUD, cohort 1098). All papers share same EBMT TCWP registry and overlapping authorship (Penack, Abouqateb, Peczynski) but are donor-strata-distinct.",EBMT,2018,2021,8764,307,NA,"Conference precursor: Penack 2023 ASH abstract (study_id 309, excluded as conference_abstract). Distinct cohorts from EBMT TCWP 8/10 MMUD (cohort 1098, study 257 Moiseev 2025) and Penack 2024 Blood Cancer J 9/10 MMUD. Same EBMT registry; donor-strata-disjoint within the 2018-2021 enrollment window."
1122,EBMT_TCWP_MRD_PTCy_ATG,"EBMT Transplant Complications Working Party (TCWP) registry retrospective study of 5,209 adult patients (>=18 yrs) with hematologic malignancies (AML, ALL, lymphoma, CLL, MDS, MPN; HL also included per Table 1) undergoing first alloHCT from a matched related donor (MRD, matched sibling) with peripheral blood or bone marrow stem cells between January 2017 and December 2021 in the EBMT database. Two GVHD prophylaxis arms: rATG (n=4140) vs PTCy (n=1069). Excluded: >1 prior auto, ex vivo T-cell depletion, combined rATG+PTCy, alemtuzumab use. Distinct from cohort 1098 (EBMT_TCWP_MD_PTCy_ATG 8/10 MMUD, Penack Blood Cancer J 2024), and Penack Leukemia 2024 (10/10 MUD, ref 18) and Penack Blood Cancer J 2024 (9/10 MMUD, ref 20). PBSC predominant (96.2% rATG, 87.7% PTCy); BM 3.8%/12.3%. MAC 54.5%/55.4%, RIC 45.5%/44.6%. AML 54.5%/42.8% predominant, then MDS, ALL, NHL, MPN, MDS/MPN, HL. Median follow up 2.2 yrs (rATG) and 2.0 yrs (PTCy).",EBMT,2017,2021,5209,308,NA,"Distinct EBMT TCWP MRD cohort, separate from prior Penack TCWP papers on 10/10 MUD (Leukemia 2024), 9/10 MMUD (Blood Cancer J 2024), and 8/10 MMUD (cohort 1098). Potential partial overlap of donor/center with EBMT_ALWP (1024) for acute leukemia MRD subset."
1123,CIBMTR_immune_reconstitution_AMLALLMDS,"CIBMTR registry analysis of 2089 patients aged >=2 years from 105 US/international centers who underwent first allo-HCT for AML (47%), ALL (22%), or MDS (31%) between 2008 and 2019, with available CD4 counts at days 100 and 180. Four predefined GVHD-prophylaxis cohorts: (1) ex vivo TCD/CD34-selection +/- ATG (n=207), (2) unmodified graft + PTCy (n=304; 94% PTCy + other, 6% PTCy alone), (3) unmodified graft + CNI-based prophylaxis without ATG (n=1203), (4) unmodified graft + CNI-based prophylaxis with ATG (n=375). Donor types: MSD, related mismatched, MUD, MMUD, UCB single/double. Conditioning MAC 66%, RIC 23%, NMA 11%. Median follow-up 33 mo (PTCy arm) to 60 mo (CNI/CNI+ATG/TCD arms). Patients dying before day 100 excluded by design. Distinct from CIBMTR cohorts 1001 (HaploCy/SibCy/SibCNI 2012-2017, excluded UCB and TCD/ATG), 1008 (MUD/MMUD 2017-2021), and 1011 (cHL 2008-2016).",CIBMTR,2008,2019,2089,311,NA,"Distinct from prior CIBMTR PTCy-focused cohorts (1001 HaploCy/SibCy/SibCNI 2012-2017, 1008 MUD/MMUD 2017-2021, 1011 cHL 2008-2016) by inclusion criteria (requires CD4 at D+100 and D+180), broader donor types (includes UCB), and study aim (immune reconstitution biomarker analysis). Some patient overlap with these registry analyses is possible because the same CIBMTR data source is used. Flag for consolidator review."
1124,Pinana_Valencia_2hosp_CARV_registry,"Two-center retrospective Spanish (GETH-TC affiliated) Valencia CARV registry of consecutive adult allo-HCT recipients (aged >=16 years) at Hospital Clinico Universitario de Valencia (HCUV) and Hospital Universitario y Politecnico La Fe Valencia (HLF) between December 2013 and June 2023, who developed symptomatic community-acquired respiratory virus (CARV) infections during the peri-engraftment period (Day -8 to Day +36 after stem cell infusion). N=112 patients, 114 CARV episodes. Median age 51 years. Donors: HLA-identical sibling 30%, MUD 21%, MMUD 19%, haplo 29%, MM sibling 1%. PBSC 85%, UCB 14%, BM 1%. RIC 55%, MAC 45%. GVHD prophylaxis: Tac+Sir 52%, PTCy-based 44%, CNI-based 4%. ATG 13%. Overlapping with cohort 1038 (Chorao HLF Valencia 2017-2022) and 1057 (HCUV INCLIVA Valencia 2020-2024) at the institutional level; this is the CARV-specific registry capturing peri-engraftment respiratory viral episodes from both hospitals. Single-arm descriptive (CARV-focused); no PTCy vs comparator contrast.",multicenter_collaboration,2013,2023,112,312,NA,"Two-center Valencia CARV registry HCUV+HLF. Institutional overlap with cohort 1038 (Chorao HLF Valencia 2017-2022) at HLF location and with cohort 1057 (HCUV/INCLIVA Valencia 2020-2024 AdV surveillance) at HCUV location. Patient overlap likely for the 2017-2023 transplant subset of HLF (in 1038) and 2020-2023 subset of HCUV (in 1057), but Pinana 2025 is restricted to patients with symptomatic peri-engraftment CARV episodes (n=112) which is a non-strict subset of both. Different study question (CARV epidemiology vs GVHD/AdV outcomes). Salas Barcelona cohort 1003 is Hospital Clinic Barcelona (different city/institution) - no overlap."
